CB6R4_CF2,ALD2,2
CB6R4_CF2,ALDX,2
CB6R4_CF2,BENZ,6
CB6R4_CF2,CH4,1
CB6R4_CF2,ETH,2
CB6R4_CF2,ETHA,2
CB6R4_CF2,ETHY,2
CB6R4_CF2,ETOH,2
CB6R4_CF2,FORM,1
CB6R4_CF2,IOLE,4
CB6R4_CF2,ISOP,5
CB6R4_CF2,KET,1
CB6R4_CF2,MEOH,1
CB6R4_CF2,OLE,2
CB6R4_CF2,PAR,1
CB6R4_CF2,PRPA,3
CB6R4_CF2,TERP,10
CB6R4_CF2,TOL,7
CB6R4_CF2,UNR,1
CB6R4_CF2,XYL,8
CB6R4_CF2,IVOC,12
CB6R4_CF2,NVOL,18
CB6R4_CF2,ACET,3
CB05_CF2,ALD2,2
CB05_CF2,ALDX,2
CB05_CF2,CH4,1
CB05_CF2,ETH,2
CB05_CF2,ETHA,2
CB05_CF2,ETOH,2
CB05_CF2,FORM,1
CB05_CF2,IOLE,4
CB05_CF2,ISOP,5
CB05_CF2,IVOC,12
CB05_CF2,MEOH,1
CB05_CF2,NVOL,18
CB05_CF2,OLE,2
CB05_CF2,PAR,1
CB05_CF2,TERP,10
CB05_CF2,TOL,7
CB05_CF2,UNR,1
CB05_CF2,XYL,8
SAPRC07_CF2,AACD,2
SAPRC07_CF2,ACET,3
SAPRC07_CF2,ACYE,2
SAPRC07_CF2,ALK1,2
SAPRC07_CF2,ALK2,3
SAPRC07_CF2,ALK3,4
SAPRC07_CF2,ALK4,5
SAPRC07_CF2,ALK5,8
SAPRC07_CF2,ARO1,7
SAPRC07_CF2,ARO2,9
SAPRC07_CF2,BACL,4
SAPRC07_CF2,BALD,7
SAPRC07_CF2,BENZ,6
SAPRC07_CF2,CCHO,2
SAPRC07_CF2,CH4,1
SAPRC07_CF2,CRES,7
SAPRC07_CF2,ETHE,2
SAPRC07_CF2,FACD,1
SAPRC07_CF2,GLY,2
SAPRC07_CF2,HCHO,1
SAPRC07_CF2,IPRD,5
SAPRC07_CF2,ISOP,5
SAPRC07_CF2,IVOC,12
SAPRC07_CF2,MACR,4
SAPRC07_CF2,MEK,4
SAPRC07_CF2,MEOH,1
SAPRC07_CF2,MGLY,3
SAPRC07_CF2,MVK,4
SAPRC07_CF2,NROG,2
SAPRC07_CF2,NVOL,18
SAPRC07_CF2,OLE1,5
SAPRC07_CF2,OLE2,5
SAPRC07_CF2,PACD,3
SAPRC07_CF2,PRD2,6
SAPRC07_CF2,RCHO,3
SAPRC07_CF2,RNO3,6
SAPRC07_CF2,TERP,10
CB6R3_AE7,ACET,3
CB6R3_AE7,ALD2,2
CB6R3_AE7,ALDX,2
CB6R3_AE7,BENZ,6
CB6R3_AE7,CH4,1
CB6R3_AE7,ETH,2
CB6R3_AE7,ETHA,2
CB6R3_AE7,ETHY,2
CB6R3_AE7,ETOH,2
CB6R3_AE7,FORM,1
CB6R3_AE7,IOLE,4
CB6R3_AE7,ISOP,5
CB6R3_AE7,KET,1
CB6R3_AE7,MEOH,1
CB6R3_AE7,OLE,2
CB6R3_AE7,PAR,1
CB6R3_AE7,PRPA,3
CB6R3_AE7,TERP,10
CB6R3_AE7,TOL,7
CB6R3_AE7,UNR,1
CB6R3_AE7,XYLMN,8
CB6R3_AE7,NAPH,10
CB6R3_AE7,SOAALK,12
CB6R3_AE7,APIN,10
CB6R3_AE7,IVOC,12
CB6R3_AE7,NVOL,18
CB6R3_AE7,FACD,1
CB6R3_AE7,AACD,2
CRI_AE7,CH4,1
CRI_AE7,C2H6,2
CRI_AE7,C3H8,3
CRI_AE7,NC4H10,4
CRI_AE7,C2H4,2
CRI_AE7,C3H6,3
CRI_AE7,TBUT2ENE,4
CRI_AE7,APINENE,10
CRI_AE7,BPINENE,10
CRI_AE7,C5H8,5
CRI_AE7,C2H2,2
CRI_AE7,BENZENE,6
CRI_AE7,TOLUENE,7
CRI_AE7,OXYL,8
CRI_AE7,CH3OH,1
CRI_AE7,C2H5OH,2
CRI_AE7,HCHO,1
CRI_AE7,CH3CHO,2
CRI_AE7,C2H5CHO,3
CRI_AE7,CH3COCH3,3
CRI_AE7,MEK,5
CRI_AE7,UCARB10,4
CRI_AE7,HCOOH,1
CRI_AE7,CH3CO2H,2
CRI_AE7,NAPH,10
CRI_AE7,NROG,1
CRI_AE7,IVOC,12
CRI_AE7,NVOL,18
SAPRC07TC_AE7,BDE13,4
SAPRC07TC_AE7,AACD,2
SAPRC07TC_AE7,ACET,3
SAPRC07TC_AE7,ACRO,3
SAPRC07TC_AE7,ACYE,2
SAPRC07TC_AE7,ALK1,2
SAPRC07TC_AE7,ALK2,3
SAPRC07TC_AE7,ALK3,4
SAPRC07TC_AE7,ALK4,5
SAPRC07TC_AE7,ALK5,8
SAPRC07TC_AE7,APIN,10
SAPRC07TC_AE7,ARO1,7
SAPRC07TC_AE7,ARO2,9
SAPRC07TC_AE7,B124,9
SAPRC07TC_AE7,BACL,4
SAPRC07TC_AE7,BALD,7
SAPRC07TC_AE7,BENZ,6
SAPRC07TC_AE7,CCHO,2
SAPRC07TC_AE7,CH4,1
SAPRC07TC_AE7,CRES,7
SAPRC07TC_AE7,ETHE,2
SAPRC07TC_AE7,ETOH,2
SAPRC07TC_AE7,FACD,1
SAPRC07TC_AE7,GLY,2
SAPRC07TC_AE7,HCHO,1
SAPRC07TC_AE7,IPRD,5
SAPRC07TC_AE7,ISOP,5
SAPRC07TC_AE7,MACR,4
SAPRC07TC_AE7,MEK,4
SAPRC07TC_AE7,MEOH,1
SAPRC07TC_AE7,MGLY,3
SAPRC07TC_AE7,MVK,4
SAPRC07TC_AE7,MXYL,8
SAPRC07TC_AE7,NROG,2
SAPRC07TC_AE7,OLE1,5
SAPRC07TC_AE7,OLE2,5
SAPRC07TC_AE7,OXYL,8
SAPRC07TC_AE7,PACD,3
SAPRC07TC_AE7,PRD2,6
SAPRC07TC_AE7,PRPE,3
SAPRC07TC_AE7,PXYL,8
SAPRC07TC_AE7,RCHO,3
SAPRC07TC_AE7,SESQ,15
SAPRC07TC_AE7,TERP,10
SAPRC07TC_AE7,TOLU,7
SAPRC07TC_AE7,NAPH,10
SAPRC07TC_AE7,RNO3,6
SAPRC07TC_AE7,IVOC,12
SAPRC07TC_AE7,NVOL,18
CB6R3_AE8,ALD2,2
CB6R3_AE8,ALDX,2
CB6R3_AE8,CH4,1
CB6R3_AE8,ETH,2
CB6R3_AE8,ETHA,2
CB6R3_AE8,ETOH,2
CB6R3_AE8,FORM,1
CB6R3_AE8,IOLE,4
CB6R3_AE8,ISOP,5
CB6R3_AE8,MEOH,1
CB6R3_AE8,OLE,2
CB6R3_AE8,PAR,1
CB6R3_AE8,TERP,10
CB6R3_AE8,TOL,7
CB6R3_AE8,UNR,1
CB6R3_AE8,XYL,8
CB6R3_AE8,ETHY,2
CB6R3_AE8,PRPA,3
CB6R3_AE8,BENZ,6
CB6R3_AE8,ACET,3
CB6R3_AE8,KET,1
CB6R3_AE8,APIN,10
CB6R3_AE8,NAPH,10
CB6R3_AE8,AACD,2
CB6R3_AE8,FACD,1
CB6R3_AE8,IVOCP5ARO,15.5
CB6R3_AE8,IVOCP6ARO,13
CB6R3_AE8,SVOCN1,34.5
CB6R3_AE8,SVOCP0,31
CB6R3_AE8,SVOCP1,27.5
CB6R3_AE8,SVOCP2,24
CB6R3_AE8,IVOCP3,21
CB6R3_AE8,IVOCP4,18
CB6R3_AE8,IVOCP5,15.5
CB6R3_AE8,IVOCP6,13
CRI_AE8,CH4,1
CRI_AE8,C2H6,2
CRI_AE8,C3H8,3
CRI_AE8,NC4H10,4
CRI_AE8,C2H4,2
CRI_AE8,C3H6,3
CRI_AE8,TBUT2ENE,4
CRI_AE8,APINENE,10
CRI_AE8,BPINENE,10
CRI_AE8,C5H8,5
CRI_AE8,C2H2,2
CRI_AE8,BENZENE,6
CRI_AE8,TOLUENE,7
CRI_AE8,OXYL,8
CRI_AE8,CH3OH,1
CRI_AE8,C2H5OH,2
CRI_AE8,HCHO,1
CRI_AE8,CH3CHO,2
CRI_AE8,C2H5CHO,3
CRI_AE8,CH3COCH3,3
CRI_AE8,MEK,5
CRI_AE8,UCARB10,4
CRI_AE8,HCOOH,1
CRI_AE8,CH3CO2H,2
CRI_AE8,NAPH,10
CRI_AE8,NROG,1
CRI_AE8,IVOCP5ARO,15.5
CRI_AE8,IVOCP6ARO,13
CRI_AE8,SVOCN1,34.5
CRI_AE8,SVOCP0,31
CRI_AE8,SVOCP1,27.5
CRI_AE8,SVOCP2,24
CRI_AE8,IVOCP3,21
CRI_AE8,IVOCP4,18
CRI_AE8,IVOCP5,15.5
CRI_AE8,IVOCP6,13
SAPRC07TC_AE8,BDE13,4
SAPRC07TC_AE8,AACD,2
SAPRC07TC_AE8,ACET,3
SAPRC07TC_AE8,ACRO,3
SAPRC07TC_AE8,ACYE,2
SAPRC07TC_AE8,ALK1,2
SAPRC07TC_AE8,ALK2,3
SAPRC07TC_AE8,ALK3,4
SAPRC07TC_AE8,ALK4,5
SAPRC07TC_AE8,ALK5,8
SAPRC07TC_AE8,APIN,10
SAPRC07TC_AE8,ARO1,7
SAPRC07TC_AE8,ARO2,9
SAPRC07TC_AE8,B124,9
SAPRC07TC_AE8,BACL,4
SAPRC07TC_AE8,BALD,7
SAPRC07TC_AE8,BENZ,6
SAPRC07TC_AE8,CCHO,2
SAPRC07TC_AE8,CH4,1
SAPRC07TC_AE8,CRES,7
SAPRC07TC_AE8,ETHE,2
SAPRC07TC_AE8,ETOH,2
SAPRC07TC_AE8,FACD,1
SAPRC07TC_AE8,GLY,2
SAPRC07TC_AE8,HCHO,1
SAPRC07TC_AE8,IPRD,5
SAPRC07TC_AE8,ISOP,5
SAPRC07TC_AE8,MACR,4
SAPRC07TC_AE8,MEK,4
SAPRC07TC_AE8,MEOH,1
SAPRC07TC_AE8,MGLY,3
SAPRC07TC_AE8,MVK,4
SAPRC07TC_AE8,MXYL,8
SAPRC07TC_AE8,NROG,2
SAPRC07TC_AE8,OLE1,5
SAPRC07TC_AE8,OLE2,5
SAPRC07TC_AE8,OXYL,8
SAPRC07TC_AE8,PACD,3
SAPRC07TC_AE8,PRD2,6
SAPRC07TC_AE8,PRPE,3
SAPRC07TC_AE8,PXYL,8
SAPRC07TC_AE8,RCHO,3
SAPRC07TC_AE8,SESQ,15
SAPRC07TC_AE8,TERP,10
SAPRC07TC_AE8,TOLU,7
SAPRC07TC_AE8,NAPH,10
SAPRC07TC_AE8,RNO3,6
SAPRC07TC_AE8,IVOCP5ARO,15.5
SAPRC07TC_AE8,IVOCP6ARO,13
SAPRC07TC_AE8,SVOCN1,34.5
SAPRC07TC_AE8,SVOCP0,31
SAPRC07TC_AE8,SVOCP1,27.5
SAPRC07TC_AE8,SVOCP2,24
SAPRC07TC_AE8,IVOCP3,21
SAPRC07TC_AE8,IVOCP4,18
SAPRC07TC_AE8,IVOCP5,15.5
SAPRC07TC_AE8,IVOCP6,13